date,shop,total_sales
2018-04-17,Shop1,1446.82
2018-04-16,Shop1,3818.17
2018-04-14,Shop1,3205.06
2018-04-13,Shop1,6705.87
2018-04-12,Shop1,4125.11
2018-04-11,Shop1,5910.58
2018-04-10,Shop1,2102.7
2018-04-09,Shop1,2467.78
2018-04-07,Shop1,7053.93
2018-04-06,Shop1,2791.46
2018-04-05,Shop1,5990.01
2018-04-04,Shop1,3333.43
2018-04-03,Shop1,4777.38
2018-04-02,Shop1,2100.12
2018-03-31,Shop1,4047.92
2018-03-30,Shop1,6795.48
2018-03-29,Shop1,1932.16
2018-03-28,Shop1,5324.67
2018-03-27,Shop1,5601.87
2018-03-26,Shop1,3175.56
2018-03-24,Shop1,5701.75
2018-03-23,Shop1,7161.64
2018-03-22,Shop1,662.34
2018-03-21,Shop1,603.45
2018-03-20,Shop1,4622.98
2018-03-19,Shop1,3761.06
2018-03-17,Shop1,5856.69
2018-03-16,Shop1,6206.79
2018-03-15,Shop1,10032.86
2018-03-14,Shop1,1777.78
2018-03-13,Shop1,2435.73
2018-03-12,Shop1,7852.62
2018-03-10,Shop1,3558.37
2018-03-09,Shop1,6038.0
2018-03-08,Shop1,2090.63
2018-03-07,Shop1,1077.79
2018-03-06,Shop1,5642.24
2018-03-05,Shop1,4908.59
2018-03-03,Shop1,5532.43
2018-03-02,Shop1,2737.78
2018-03-01,Shop1,5898.78
2018-02-28,Shop1,6737.34
2018-02-27,Shop1,1195.21
2018-02-26,Shop1,2937.8
2018-02-24,Shop1,5760.48
2018-02-23,Shop1,2831.26
2018-02-22,Shop1,2549.3
2018-02-21,Shop1,2540.5
2018-02-20,Shop1,3170.92
2018-02-19,Shop1,7271.54
2018-02-17,Shop1,3286.96
2018-02-16,Shop1,5851.63
2018-02-15,Shop1,3389.59
2018-02-14,Shop1,5282.77
2018-02-13,Shop1,6066.43
2018-02-12,Shop1,4064.7
2018-02-10,Shop1,8144.58
2018-02-09,Shop1,3111.92
2018-02-08,Shop1,2300.29
2018-02-07,Shop1,1457.55
2018-02-06,Shop1,5928.57
2018-02-05,Shop1,4500.05
2018-02-03,Shop1,4080.49
2018-02-02,Shop1,5901.17
2018-02-01,Shop1,2682.86
2018-01-31,Shop1,5212.82
2018-01-30,Shop1,5293.4
2018-01-29,Shop1,4577.34
2018-01-27,Shop1,6822.26
2018-01-26,Shop1,2400.3
2018-01-25,Shop1,5762.11
2018-01-24,Shop1,1502.69
2018-01-23,Shop1,2663.66
2018-01-22,Shop1,2495.93
2018-01-20,Shop1,7801.68
2018-01-19,Shop1,5980.02
2018-01-18,Shop1,4413.15
2018-01-17,Shop1,4366.31
2018-01-16,Shop1,4120.02
2018-01-15,Shop1,5091.18
2018-01-13,Shop1,4407.56
2018-01-12,Shop1,3414.1
2018-01-11,Shop1,2337.61
2018-01-10,Shop1,1578.02
2018-01-09,Shop1,2586.45
2018-01-08,Shop1,4569.59
2018-01-06,Shop1,4162.22
2018-01-05,Shop1,4922.31
2018-01-04,Shop1,658.53
2018-01-03,Shop1,6232.23
2018-01-02,Shop1,3571.59
2017-12-30,Shop1,4532.7
2017-12-29,Shop1,9036.44
2017-12-28,Shop1,3404.11
2017-12-27,Shop1,3673.82
2017-12-26,Shop1,3625.08
2017-12-23,Shop1,2133.64
2017-12-22,Shop1,4675.13
2017-12-21,Shop1,4459.53
2017-12-20,Shop1,4613.32
2017-12-19,Shop1,7458.99
2017-12-18,Shop1,5338.36
2017-12-16,Shop1,4797.09
2017-12-15,Shop1,3755.94
2017-12-14,Shop1,1306.08
2017-12-13,Shop1,6067.25
2017-12-12,Shop1,2066.76
2017-12-11,Shop1,2840.57
2017-12-09,Shop1,6971.88
2017-12-08,Shop1,5153.77
2017-12-07,Shop1,2451.01
2017-12-06,Shop1,7818.17
2017-12-05,Shop1,3484.61
2017-12-04,Shop1,2655.26
2017-12-02,Shop1,4746.87
2017-12-01,Shop1,5926.3
2017-11-30,Shop1,3155.62
2017-11-29,Shop1,1865.18
2017-11-28,Shop1,7362.03
2017-11-27,Shop1,3575.86
2017-11-25,Shop1,6166.48
2017-11-24,Shop1,4423.72
2017-11-22,Shop1,4234.44
2017-11-21,Shop1,6185.01
2017-11-20,Shop1,3108.21
2017-11-18,Shop1,6389.56
2017-11-17,Shop1,3166.35
2017-11-16,Shop1,3915.66
2017-11-15,Shop1,4156.43
2017-11-14,Shop1,5263.56
2017-11-13,Shop1,4636.86
2017-11-11,Shop1,6495.7
2017-11-10,Shop1,6462.31
2017-11-09,Shop1,4818.5
2017-11-08,Shop1,4505.51
2017-11-07,Shop1,4973.26
2017-11-06,Shop1,5570.48
2017-11-04,Shop1,2984.77
2017-11-03,Shop1,2684.08
2017-11-02,Shop1,2901.22
2017-11-01,Shop1,2516.42
2017-10-31,Shop1,2770.38
2017-10-30,Shop1,5956.92
2017-10-28,Shop1,7937.74
2017-10-27,Shop1,5456.6
2017-10-26,Shop1,4996.99
2017-10-25,Shop1,7766.13
2017-10-24,Shop1,3796.8
2017-10-23,Shop1,2079.12
2017-10-21,Shop1,6111.97
2017-10-20,Shop1,4518.71
2017-10-19,Shop1,2209.53
2017-10-18,Shop1,3679.81
2017-10-17,Shop1,2365.83
2017-10-16,Shop1,3831.83
2017-10-14,Shop1,6874.42
2017-10-13,Shop1,1455.86
2017-10-12,Shop1,5241.41
2017-10-11,Shop1,838.96
2017-10-10,Shop1,1863.16
2017-10-09,Shop1,3002.55
2017-10-07,Shop1,3940.68
2017-10-06,Shop1,3274.42
2017-10-05,Shop1,3375.54
2017-10-04,Shop1,7298.38
2017-10-03,Shop1,3427.04
2017-10-02,Shop1,6491.81
2017-09-30,Shop1,4276.58
2017-09-29,Shop1,1691.74
2017-09-28,Shop1,1579.03
2017-09-27,Shop1,2773.85
2017-09-26,Shop1,2883.22
2017-09-25,Shop1,3335.06
2017-09-23,Shop1,7208.17
2017-09-22,Shop1,6494.77
2017-09-21,Shop1,7568.54
2017-09-20,Shop1,4271.53
2017-09-19,Shop1,6635.95
2017-09-18,Shop1,2589.39
2017-09-16,Shop1,3431.41
2017-09-15,Shop1,3337.11
2017-09-14,Shop1,1443.61
2017-09-13,Shop1,3772.55
2017-09-12,Shop1,3893.47
2017-09-11,Shop1,1744.72
2017-09-09,Shop1,3157.26
2017-09-08,Shop1,3307.64
2017-09-07,Shop1,3641.38
2017-09-06,Shop1,5163.63
2017-09-05,Shop1,6734.96
2017-09-02,Shop1,7500.88
2017-09-01,Shop1,5304.52
2017-08-31,Shop1,3156.06
2017-08-30,Shop1,3931.97
2017-08-29,Shop1,2073.42
2017-08-28,Shop1,3624.73
2017-08-26,Shop1,3907.74
2017-08-25,Shop1,4626.4
2017-08-24,Shop1,2692.7
2017-08-23,Shop1,6019.65
2017-08-22,Shop1,2651.23
2017-08-21,Shop1,5505.14
2017-08-19,Shop1,7498.91
2017-08-18,Shop1,8305.45
2017-08-17,Shop1,3650.52
2017-08-16,Shop1,3885.24
2017-08-15,Shop1,4604.92
2017-08-14,Shop1,2831.17
2017-08-12,Shop1,4864.32
2017-08-11,Shop1,4284.64
2017-08-10,Shop1,6423.41
2017-08-09,Shop1,6301.55
2017-08-08,Shop1,5852.63
2017-08-07,Shop1,4883.17
2017-08-05,Shop1,5763.78
2017-08-04,Shop1,11372.86
2017-08-03,Shop1,9409.1
2017-08-02,Shop1,4782.52
2017-08-01,Shop1,3254.37
2017-07-31,Shop1,2962.25
2017-07-29,Shop1,4965.05
2017-07-28,Shop1,5220.38
2017-07-27,Shop1,3245.97
2017-07-26,Shop1,2794.71
2017-07-25,Shop1,3228.19
2017-07-24,Shop1,5006.28
2017-07-22,Shop1,8911.2
2017-07-21,Shop1,2903.36
2017-07-20,Shop1,6077.87
2017-07-19,Shop1,1795.71
2017-07-18,Shop1,3405.06
2017-07-17,Shop1,1880.89
2017-07-15,Shop1,4493.29
2017-07-14,Shop1,6533.08
2017-07-13,Shop1,2759.2
2017-07-12,Shop1,2967.41
2017-07-11,Shop1,3676.86
2017-07-10,Shop1,2518.34
2017-07-08,Shop1,5101.34
2017-07-07,Shop1,5051.72
2017-07-06,Shop1,3526.26
2017-07-05,Shop1,2671.72
2017-07-03,Shop1,4141.47
2017-07-01,Shop1,5546.29
2017-06-30,Shop1,6568.58
2017-06-29,Shop1,2971.26
2017-06-28,Shop1,2452.93
2017-06-27,Shop1,6393.92
2017-06-26,Shop1,3778.7
2017-06-24,Shop1,7052.44
2017-06-23,Shop1,3462.52
2017-06-22,Shop1,1913.99
2017-06-21,Shop1,5997.1
2017-06-20,Shop1,2442.51
2017-06-19,Shop1,3093.4
2017-06-17,Shop1,2804.98
2017-06-16,Shop1,5029.75
2017-06-15,Shop1,2460.26
2017-06-14,Shop1,4365.85
2017-06-13,Shop1,4612.31
2017-06-12,Shop1,3696.9
2017-06-10,Shop1,5803.64
2017-06-09,Shop1,7196.31
2017-06-08,Shop1,4406.45
2017-06-07,Shop1,2375.51
2017-06-06,Shop1,4306.77
2017-06-05,Shop1,4725.57
2017-06-03,Shop1,2973.6
2017-06-02,Shop1,3714.3
2017-06-01,Shop1,3561.09
2017-05-31,Shop1,6577.47
2017-05-30,Shop1,6739.3
2017-05-27,Shop1,2764.72
2017-05-26,Shop1,5156.0
2017-05-25,Shop1,3444.96
2017-05-24,Shop1,4860.95
2017-05-23,Shop1,3419.77
2017-05-22,Shop1,5907.59
2017-05-20,Shop1,5367.2
2017-05-19,Shop1,3912.74
2017-05-18,Shop1,4516.28
2017-05-17,Shop1,2637.76
2017-05-16,Shop1,3825.15
2017-05-15,Shop1,5142.58
2017-05-13,Shop1,9889.06
2017-05-12,Shop1,7308.22
2017-05-11,Shop1,5954.56
2017-05-10,Shop1,5330.59
2017-05-09,Shop1,1880.14
2017-05-08,Shop1,9212.8
2017-05-06,Shop1,7116.08
2017-05-05,Shop1,3275.81
2017-05-04,Shop1,5889.41
2017-05-03,Shop1,3024.25
2017-05-02,Shop1,6121.06
2017-05-01,Shop1,2409.81
2017-04-29,Shop1,7450.01
2017-04-28,Shop1,3168.82
2017-04-27,Shop1,7184.48
2017-04-26,Shop1,3788.48
2017-04-25,Shop1,938.62
2017-04-24,Shop1,3396.03
2017-04-22,Shop1,6309.29
2017-04-21,Shop1,3670.46
2017-04-20,Shop1,5951.1
2017-04-19,Shop1,5074.17
2017-04-18,Shop1,1279.01
2017-04-17,Shop1,5770.8
2017-04-15,Shop1,7408.71
2017-04-14,Shop1,5793.09
2017-04-13,Shop1,4692.58
2017-04-12,Shop1,4403.79
2017-04-11,Shop1,4981.15
2017-04-10,Shop1,4141.37
2017-04-08,Shop1,3716.07
2017-04-07,Shop1,1831.95
2017-04-06,Shop1,1293.65
2017-04-05,Shop1,4408.24
2017-04-04,Shop1,5018.05
2017-04-03,Shop1,2491.8
2017-04-01,Shop1,12432.02
2017-03-31,Shop1,3514.47
2017-03-30,Shop1,1995.65
2017-03-29,Shop1,1570.93
2017-03-28,Shop1,6223.97
2017-03-27,Shop1,2446.39
2017-03-25,Shop1,3362.64
2017-03-24,Shop1,5995.21
2017-03-23,Shop1,2203.89
2017-03-22,Shop1,5462.08
2017-03-21,Shop1,3873.05
2017-03-20,Shop1,3142.16
2017-03-18,Shop1,4212.42
2017-03-17,Shop1,5459.93
2017-03-16,Shop1,1458.36
2017-03-15,Shop1,2596.04
2017-03-13,Shop1,3260.91
2017-03-11,Shop1,4713.56
2017-03-10,Shop1,2765.24
2017-03-09,Shop1,3935.56
2017-03-08,Shop1,2644.93
2017-03-07,Shop1,3249.51
2017-03-06,Shop1,2841.43
2017-03-04,Shop1,5660.51
2017-03-03,Shop1,3583.12
2017-03-02,Shop1,1620.13
2017-03-01,Shop1,2661.82
2017-02-28,Shop1,891.43
2017-02-27,Shop1,4009.92
2017-02-25,Shop1,1674.81
2017-02-24,Shop1,7242.08
2017-02-23,Shop1,6218.54
2017-02-22,Shop1,969.29
2017-02-21,Shop1,4460.88
2017-02-20,Shop1,5052.61
2017-02-18,Shop1,13213.47
2017-02-17,Shop1,3729.38
2017-02-16,Shop1,1777.77
2017-02-15,Shop1,4763.07
2017-02-14,Shop1,1342.15
2017-02-13,Shop1,5677.26
2017-02-11,Shop1,3962.81
2017-02-10,Shop1,1926.13
2017-02-09,Shop1,1063.09
2017-02-08,Shop1,1244.34
2017-02-07,Shop1,4968.86
2017-02-06,Shop1,5824.77
2017-02-04,Shop1,6698.14
2017-02-03,Shop1,3492.12
2017-02-02,Shop1,1114.28
2017-02-01,Shop1,1167.33
2017-01-31,Shop1,4784.38
2017-01-30,Shop1,3349.84
2017-01-28,Shop1,7228.04
2017-01-27,Shop1,3101.93
2017-01-26,Shop1,529.71
2017-01-25,Shop1,1650.68
2017-01-24,Shop1,1487.21
2017-01-23,Shop1,2483.66
2017-01-21,Shop1,3265.68
2017-01-20,Shop1,5158.27
2017-01-19,Shop1,2980.9
2017-01-18,Shop1,5791.97
2017-01-17,Shop1,3058.87
2017-01-16,Shop1,7640.65
2017-01-14,Shop1,6112.09
2017-01-13,Shop1,3696.85
2017-01-12,Shop1,7207.94
2017-01-11,Shop1,5168.31
2017-01-10,Shop1,1626.66
2017-01-09,Shop1,3341.13
2017-01-07,Shop1,5633.25
2017-01-06,Shop1,2908.42
2017-01-05,Shop1,634.47
2017-01-04,Shop1,4144.27
2017-01-03,Shop1,3503.7
2017-01-02,Shop1,2561.7
2016-12-31,Shop1,2625.67
2016-12-30,Shop1,2640.08
2016-12-29,Shop1,5796.31
2016-12-28,Shop1,3416.68
2016-12-27,Shop1,3034.83
2016-12-26,Shop1,3358.92
2016-12-23,Shop1,3730.67
2016-12-22,Shop1,5726.13
2016-12-21,Shop1,1972.74
2016-12-20,Shop1,6722.46
2016-12-19,Shop1,2530.65
2016-12-17,Shop1,2238.61
2016-12-16,Shop1,6077.99
2016-12-15,Shop1,3492.64
2016-12-14,Shop1,1962.4
2016-12-13,Shop1,1521.03
2016-12-12,Shop1,2845.22
2016-12-10,Shop1,3499.17
2016-12-09,Shop1,3186.84
2016-12-08,Shop1,5156.41
2016-12-07,Shop1,2195.29
2016-12-06,Shop1,6864.56
2016-12-05,Shop1,3122.3
2016-12-03,Shop1,2831.37
2016-12-02,Shop1,3325.94
2016-12-01,Shop1,3348.1
2016-11-30,Shop1,3774.37
2016-11-29,Shop1,2807.45
2016-11-28,Shop1,3724.11
2016-11-26,Shop1,6696.72
2016-11-25,Shop1,5211.68
2016-11-23,Shop1,5768.0
2016-11-22,Shop1,3144.22
2016-11-21,Shop1,7105.65
2016-11-19,Shop1,5611.79
2016-11-18,Shop1,2105.27
2016-11-17,Shop1,898.82
2016-11-16,Shop1,3162.25
2016-11-15,Shop1,5400.9
2016-11-14,Shop1,2136.74
2016-11-12,Shop1,3628.97
2016-11-11,Shop1,4820.77
2016-11-10,Shop1,2026.6
2016-11-09,Shop1,2532.38
2016-11-08,Shop1,1838.55
2016-11-07,Shop1,1856.23
2016-11-05,Shop1,6130.58
2016-11-04,Shop1,4230.98
2016-11-03,Shop1,3232.31
2016-11-02,Shop1,2053.2
2016-11-01,Shop1,4051.61
2016-10-31,Shop1,3375.28
2016-10-29,Shop1,6935.33
2016-10-28,Shop1,3559.46
2016-10-27,Shop1,2675.87
2016-10-26,Shop1,3402.06
2016-10-25,Shop1,5398.15
2016-10-24,Shop1,3199.3
2016-10-22,Shop1,3160.39
2016-10-21,Shop1,1216.72
2016-10-20,Shop1,1715.72
2016-10-19,Shop1,1689.96
2016-10-18,Shop1,3517.04
2016-10-17,Shop1,3568.05
2016-10-15,Shop1,5420.38
2016-10-14,Shop1,6110.7
2016-10-13,Shop1,2865.25
2016-10-12,Shop1,3981.96
2016-10-11,Shop1,3857.23
2016-10-10,Shop1,2215.84
2016-10-08,Shop1,2093.13
2016-10-07,Shop1,9589.23
2016-10-06,Shop1,1230.93
2016-10-05,Shop1,1849.83
2016-10-04,Shop1,6390.82
2016-10-03,Shop1,4411.39
2016-10-01,Shop1,5882.43
2016-09-30,Shop1,6807.45
2016-09-29,Shop1,2917.19
2016-09-28,Shop1,7121.89
2016-09-27,Shop1,2180.68
2016-09-26,Shop1,5575.73
2016-09-24,Shop1,5834.09
2016-09-23,Shop1,2685.28
2016-09-22,Shop1,5066.32
2016-09-21,Shop1,1290.47
2016-09-20,Shop1,1589.39
2016-09-19,Shop1,1972.81
2016-09-17,Shop1,3770.01
2016-09-16,Shop1,2504.16
2016-09-15,Shop1,4252.92
2016-09-14,Shop1,8180.32
2016-09-13,Shop1,3968.81
2016-09-12,Shop1,7174.55
2016-09-10,Shop1,8590.96
2016-09-09,Shop1,3801.69
2016-09-08,Shop1,5436.43
2016-09-07,Shop1,2767.17
2016-09-06,Shop1,4388.69
2016-09-03,Shop1,5938.85
2016-09-02,Shop1,7693.43
2016-09-01,Shop1,994.89
2016-08-31,Shop1,7145.65
2016-08-30,Shop1,5551.83
2016-08-29,Shop1,2487.57
2016-08-27,Shop1,5342.66
2016-08-26,Shop1,6913.81
2016-08-25,Shop1,1621.42
2016-08-24,Shop1,6270.39
2016-08-23,Shop1,1225.67
2016-08-22,Shop1,5496.86
2016-08-20,Shop1,5718.21
2016-08-19,Shop1,6339.08
2016-08-18,Shop1,3515.17
2016-08-17,Shop1,4546.19
2016-08-16,Shop1,3276.44
2016-08-15,Shop1,3916.9
2016-08-13,Shop1,4866.21
2016-08-12,Shop1,6491.12
2016-08-11,Shop1,2928.12
2016-08-10,Shop1,2292.03
2016-08-09,Shop1,2367.07
2016-08-08,Shop1,6459.3
2016-08-06,Shop1,5282.68
2016-08-05,Shop1,1194.18
2016-08-04,Shop1,6220.36
2016-08-03,Shop1,2867.45
2016-08-02,Shop1,1024.92
2016-08-01,Shop1,6759.2
2016-07-30,Shop1,3039.49
2016-07-29,Shop1,5673.35
2016-07-28,Shop1,4606.91
2016-07-27,Shop1,4980.77
2016-07-26,Shop1,8408.73
2016-07-25,Shop1,1856.84
2016-07-23,Shop1,5335.47
2016-07-22,Shop1,3240.41
2016-07-21,Shop1,4203.43
2016-07-20,Shop1,4012.93
2016-07-19,Shop1,4938.14
2016-07-18,Shop1,5726.64
2016-07-16,Shop1,6686.15
2016-07-15,Shop1,4844.24
2016-07-14,Shop1,3469.16
2016-07-13,Shop1,4333.77
2016-07-12,Shop1,5757.31
2016-07-11,Shop1,4173.82
2016-07-09,Shop1,4905.88
2016-07-08,Shop1,3848.93
2016-07-07,Shop1,3614.6
2016-07-06,Shop1,5338.68
2016-07-05,Shop1,3800.88
2016-07-02,Shop1,2204.43
2016-07-01,Shop1,5210.6
2016-06-30,Shop1,5605.99
2016-06-29,Shop1,3321.93
2016-06-28,Shop1,4402.93
2016-06-27,Shop1,5184.6
2016-06-25,Shop1,6364.43
2016-06-24,Shop1,3928.46
2016-06-23,Shop1,4318.28
2016-06-22,Shop1,3467.29
2016-06-21,Shop1,3994.57
2016-06-20,Shop1,1695.19
2016-06-18,Shop1,5422.73
2016-06-17,Shop1,3574.11
2016-06-16,Shop1,2771.08
2016-06-15,Shop1,4174.02
2016-06-14,Shop1,1704.33
2016-06-13,Shop1,2644.55
2016-06-11,Shop1,7883.2
2016-06-10,Shop1,8469.56
2016-06-09,Shop1,2808.2
2016-06-08,Shop1,2190.66
2016-06-07,Shop1,1725.16
2016-06-06,Shop1,7247.87
2016-06-04,Shop1,5278.29
2016-06-03,Shop1,7352.29
2016-06-02,Shop1,2227.02
2016-06-01,Shop1,2430.53
2016-05-31,Shop1,6117.2
2016-05-28,Shop1,7824.05
2016-05-27,Shop1,4047.0
2016-05-26,Shop1,3518.53
2016-05-25,Shop1,2784.18
2016-05-24,Shop1,3334.29
2016-05-23,Shop1,7234.88
2016-05-21,Shop1,4434.47
2016-05-20,Shop1,4037.05
2016-05-19,Shop1,3596.04
2016-05-18,Shop1,2339.04
2016-05-17,Shop1,4907.53
2016-05-16,Shop1,4363.28
2016-05-14,Shop1,5789.21
2016-05-13,Shop1,4578.05
2016-05-12,Shop1,1410.71
2016-05-11,Shop1,6130.45
2016-05-10,Shop1,5348.6
2016-05-09,Shop1,7091.71
2016-05-07,Shop1,4139.75
2016-05-06,Shop1,2867.89
2016-05-05,Shop1,6913.59
2016-05-04,Shop1,3435.76
2016-05-03,Shop1,5648.63
2016-05-02,Shop1,8484.31
2016-04-30,Shop1,3353.02
2016-04-29,Shop1,5503.49
2016-04-28,Shop1,2110.85
2016-04-27,Shop1,2927.81
2016-04-26,Shop1,1891.39
2016-04-25,Shop1,3208.45
2016-04-23,Shop1,6363.58
2016-04-22,Shop1,8006.49
2016-04-21,Shop1,3526.14
2016-04-20,Shop1,2074.44
2016-04-19,Shop1,4089.62
2016-04-18,Shop1,5256.2
2016-04-16,Shop1,8833.9
2016-04-15,Shop1,4781.69
2016-04-14,Shop1,3379.6
2016-04-13,Shop1,2233.36
2016-04-12,Shop1,4402.07
2016-04-11,Shop1,3998.67
2016-04-09,Shop1,4158.56
2016-04-08,Shop1,4385.51
2016-04-07,Shop1,6970.41
2016-04-06,Shop1,2468.76
2016-04-05,Shop1,2954.55
2016-04-04,Shop1,2196.31
2016-04-02,Shop1,5100.92
2016-04-01,Shop1,9313.44
2016-03-31,Shop1,4764.84
2016-03-30,Shop1,1246.71
2016-03-29,Shop1,1828.83
2016-03-28,Shop1,3920.43
2016-03-26,Shop1,6364.7
2016-03-25,Shop1,7416.38
2016-03-24,Shop1,3891.93
2016-03-23,Shop1,5053.88
2016-03-22,Shop1,4618.08
2016-03-21,Shop1,4257.95
2016-03-19,Shop1,3245.83
2016-03-18,Shop1,3907.46
2016-03-17,Shop1,1249.93
2016-03-16,Shop1,5130.28
2016-03-15,Shop1,6117.2
2016-03-14,Shop1,4557.67
2016-03-12,Shop1,4897.6
2016-03-11,Shop1,7094.99
2016-03-10,Shop1,4414.19
2016-03-09,Shop1,4306.7
2016-03-08,Shop1,4682.54
2016-03-07,Shop1,3930.57
2016-03-05,Shop1,4606.53
2016-03-04,Shop1,3000.6
2016-03-03,Shop1,1559.61
2016-03-02,Shop1,4141.63
2016-03-01,Shop1,4710.07
2016-02-29,Shop1,3883.68
2016-02-27,Shop1,5495.95
2016-02-26,Shop1,3267.52
2016-02-25,Shop1,5929.94
2016-02-24,Shop1,1569.91
2016-02-23,Shop1,9403.76
2016-02-22,Shop1,2665.19
2016-02-20,Shop1,5506.41
2016-02-19,Shop1,7055.6
2016-02-18,Shop1,4016.87
2016-02-17,Shop1,3498.87
2016-02-16,Shop1,3351.73
2016-02-15,Shop1,4140.35
2016-02-13,Shop1,4375.01
2016-02-12,Shop1,2476.99
2016-02-11,Shop1,1141.46
2016-02-10,Shop1,3473.0
2016-02-09,Shop1,2888.65
2016-02-08,Shop1,3625.43
2016-02-06,Shop1,1470.78
2016-02-05,Shop1,4534.72
2016-02-04,Shop1,1855.28
2016-02-03,Shop1,3286.87
2016-02-02,Shop1,1169.7
2016-02-01,Shop1,4407.85
2016-01-30,Shop1,8974.06
2016-01-29,Shop1,3959.89
2016-01-28,Shop1,2550.6
2016-01-27,Shop1,3826.43
2016-01-26,Shop1,4415.58
2016-01-25,Shop1,2921.67
2016-01-22,Shop1,3817.52
2016-01-21,Shop1,2416.08
2016-01-20,Shop1,2689.82
2016-01-19,Shop1,4119.03
2016-01-18,Shop1,9206.23
2016-01-16,Shop1,6139.74
2016-01-15,Shop1,3497.45
2016-01-14,Shop1,2358.86
2016-01-13,Shop1,6258.59
2016-01-12,Shop1,1954.88
2016-01-11,Shop1,3283.03
2016-01-09,Shop1,7743.89
2016-01-08,Shop1,5532.17
2016-01-07,Shop1,3535.7
2016-01-06,Shop1,5653.47
2016-01-05,Shop1,4197.21
2016-01-04,Shop1,1969.28
2016-01-02,Shop1,3493.2
2015-12-31,Shop1,4825.08
2015-12-30,Shop1,6820.86
2015-12-29,Shop1,2998.97
2015-12-28,Shop1,2658.15
2015-12-26,Shop1,2112.29
2015-12-24,Shop1,2351.86
2015-12-23,Shop1,5512.35
2015-12-22,Shop1,2690.18
2015-12-21,Shop1,4752.14
2015-12-19,Shop1,6367.48
2015-12-18,Shop1,3759.55
2015-12-17,Shop1,4851.84
2015-12-16,Shop1,5485.54
2015-12-15,Shop1,3726.43
2015-12-14,Shop1,6171.76
2015-12-12,Shop1,2694.85
2015-12-11,Shop1,5375.72
2015-12-10,Shop1,3323.98
2015-12-09,Shop1,2576.68
2015-12-08,Shop1,2497.86
2015-12-07,Shop1,927.25
2015-12-05,Shop1,5087.31
2015-12-04,Shop1,2126.12
2015-12-03,Shop1,4842.99
2015-12-02,Shop1,4744.28
2015-12-01,Shop1,1637.17
2015-11-30,Shop1,7051.97
2015-11-28,Shop1,2502.85
2015-11-27,Shop1,5039.69
2015-11-25,Shop1,4286.36
2015-11-24,Shop1,3170.48
2015-11-23,Shop1,11980.24
2015-11-21,Shop1,4707.0
2015-11-20,Shop1,1532.4
2015-11-19,Shop1,1201.44
2015-11-18,Shop1,2399.66
2015-11-17,Shop1,5993.83
2015-11-16,Shop1,4003.15
2015-11-14,Shop1,7735.04
2015-11-13,Shop1,7346.7
2015-11-12,Shop1,2782.61
2015-11-11,Shop1,5131.58
2015-11-10,Shop1,5649.98
2015-11-09,Shop1,7307.55
2015-11-07,Shop1,2874.26
2015-11-06,Shop1,3288.92
2015-11-05,Shop1,3996.66
2015-11-04,Shop1,3488.17
2015-11-03,Shop1,2172.41
2015-11-02,Shop1,4351.9
2015-10-31,Shop1,6360.2
2015-10-30,Shop1,3158.44
2015-10-29,Shop1,4919.71
2015-10-28,Shop1,3273.63
2015-10-27,Shop1,2614.15
2015-10-26,Shop1,3297.41
2015-10-24,Shop1,6030.42
2015-10-23,Shop1,4633.5
2015-10-22,Shop1,7737.0
2015-10-21,Shop1,2821.18
2015-10-20,Shop1,7774.94
2015-10-19,Shop1,4961.76
2015-10-17,Shop1,3661.87
2015-10-16,Shop1,3252.7
2015-10-15,Shop1,3501.47
2015-10-14,Shop1,3112.29
2015-10-13,Shop1,3407.84
2015-10-12,Shop1,8333.13
2015-10-10,Shop1,4519.44
2015-10-09,Shop1,7986.04
2015-10-08,Shop1,1881.48
2015-10-07,Shop1,5239.86
2015-10-06,Shop1,1484.43
2015-10-05,Shop1,8006.9
2015-10-03,Shop1,4241.41
2015-10-02,Shop1,3259.64
2015-10-01,Shop1,3042.49
2015-09-30,Shop1,4117.57
2015-09-29,Shop1,4596.64
2015-09-28,Shop1,2680.51
2015-09-26,Shop1,3183.48
2015-09-25,Shop1,7303.81
2015-09-24,Shop1,2703.94
2015-09-23,Shop1,2485.26
2015-09-22,Shop1,3168.72
2015-09-21,Shop1,5440.23
2015-09-19,Shop1,7661.42
2015-09-18,Shop1,4846.3
2015-09-17,Shop1,2207.41
2015-09-16,Shop1,1123.72
2015-09-15,Shop1,2253.56
2015-09-14,Shop1,2716.52
2015-09-12,Shop1,2292.79
2015-09-11,Shop1,5605.24
2015-09-10,Shop1,1386.23
2015-09-09,Shop1,7160.15
2015-09-08,Shop1,8147.23
2015-09-05,Shop1,6273.84
2015-09-04,Shop1,3377.65
2015-09-03,Shop1,7959.49
2015-09-02,Shop1,1276.89
2015-09-01,Shop1,4189.06
2015-08-31,Shop1,2887.92
2015-08-29,Shop1,4945.99
2015-08-28,Shop1,4050.98
2015-08-27,Shop1,1588.08
2015-08-26,Shop1,3259.94
2015-08-25,Shop1,4381.71
2015-08-24,Shop1,6332.63
2015-08-22,Shop1,3274.11
2015-08-21,Shop1,3203.61
2015-08-20,Shop1,1085.07
2015-08-19,Shop1,4763.37
2015-08-18,Shop1,5832.88
2015-08-17,Shop1,6347.17
2015-08-15,Shop1,6425.19
2015-08-14,Shop1,6222.76
2015-08-13,Shop1,5964.51
2015-08-12,Shop1,4215.17
